score_ratio,subject,learning_goal,difficulty
0.44,Python,Competitive Programming,Beginner
0.43,Java,Academic Learning,Beginner
0.41,Python,Interview Preparation,Beginner
0.48,Java,Academic Learning,Beginner
0.79,Java,Competitive Programming,Intermediate
0.34,C,Interview Preparation,Beginner
0.42,Python,Academic Learning,Beginner
0.86,Python,Interview Preparation,Advanced
0.51,PHP,Interview Preparation,Intermediate
0.71,Python,Competitive Programming,Intermediate
0.38,MySQL,Interview Preparation,Beginner
0.38,C++,Competitive Programming,Beginner
0.51,C,Competitive Programming,Intermediate
0.27,React.js,Interview Preparation,Beginner
0.63,PHP,Interview Preparation,Intermediate
0.61,Python,Academic Learning,Intermediate
0.72,PHP,Academic Learning,Intermediate
0.48,C++,Competitive Programming,Beginner
0.82,C++,Interview Preparation,Advanced
0.67,MySQL,Academic Learning,Intermediate
0.42,C++,Competitive Programming,Beginner
0.78,MySQL,Competitive Programming,Intermediate
0.94,Java,Interview Preparation,Advanced
0.85,PHP,Interview Preparation,Advanced
0.31,C,Academic Learning,Beginner
0.77,Java,Academic Learning,Intermediate
0.45,MySQL,Competitive Programming,Beginner
0.56,PHP,Interview Preparation,Intermediate
0.75,C++,Interview Preparation,Intermediate
0.3,C++,Competitive Programming,Beginner
0.49,Java,Interview Preparation,Beginner
0.69,React.js,Academic Learning,Intermediate
0.55,PHP,Competitive Programming,Intermediate
0.23,C++,Academic Learning,Beginner
0.93,JavaScript,Competitive Programming,Advanced
0.35,React.js,Academic Learning,Beginner
0.52,Java,Academic Learning,Intermediate
0.75,C++,Interview Preparation,Intermediate
0.33,React.js,Interview Preparation,Beginner
0.82,Java,Academic Learning,Advanced
0.5,React.js,Academic Learning,Beginner
0.58,React.js,Academic Learning,Intermediate
0.27,Python,Competitive Programming,Beginner
0.31,C++,Interview Preparation,Beginner
0.88,Python,Competitive Programming,Advanced
0.79,PHP,Interview Preparation,Intermediate
0.8,C,Interview Preparation,Intermediate
0.7,PHP,Academic Learning,Intermediate
0.47,Python,Interview Preparation,Beginner
0.32,MySQL,Academic Learning,Beginner
0.84,JavaScript,Interview Preparation,Advanced
0.84,Java,Academic Learning,Advanced
0.79,C,Competitive Programming,Intermediate
0.43,C++,Academic Learning,Beginner
0.9,Python,Competitive Programming,Advanced
0.29,C++,Interview Preparation,Beginner
0.59,React.js,Competitive Programming,Intermediate
0.77,JavaScript,Academic Learning,Intermediate
0.83,C,Interview Preparation,Advanced
0.78,C,Competitive Programming,Intermediate
0.21,MySQL,Competitive Programming,Beginner
0.37,Java,Competitive Programming,Beginner
0.91,Python,Interview Preparation,Advanced
0.21,C++,Academic Learning,Beginner
0.84,C++,Academic Learning,Advanced
0.53,MySQL,Academic Learning,Intermediate
0.67,MySQL,Academic Learning,Intermediate
0.61,JavaScript,Academic Learning,Intermediate
0.86,C++,Interview Preparation,Advanced
0.72,C++,Interview Preparation,Intermediate
0.84,PHP,Interview Preparation,Advanced
0.91,React.js,Interview Preparation,Advanced
0.61,MySQL,Interview Preparation,Intermediate
0.82,C++,Competitive Programming,Advanced
0.78,React.js,Interview Preparation,Intermediate
0.54,React.js,Interview Preparation,Intermediate
0.34,JavaScript,Competitive Programming,Beginner
0.77,MySQL,Academic Learning,Intermediate
0.95,Java,Academic Learning,Advanced
0.38,Python,Academic Learning,Beginner
0.93,PHP,Interview Preparation,Advanced
0.74,Java,Interview Preparation,Intermediate
0.21,Java,Competitive Programming,Beginner
0.77,Python,Competitive Programming,Intermediate
0.71,React.js,Interview Preparation,Intermediate
0.37,C,Academic Learning,Beginner
0.38,PHP,Competitive Programming,Beginner
0.64,MySQL,Competitive Programming,Intermediate
0.55,PHP,Competitive Programming,Intermediate
0.77,MySQL,Interview Preparation,Intermediate
0.53,PHP,Academic Learning,Intermediate
0.42,C,Competitive Programming,Beginner
0.74,C++,Academic Learning,Intermediate
0.34,PHP,Interview Preparation,Beginner
0.33,React.js,Academic Learning,Beginner
0.61,MySQL,Interview Preparation,Intermediate
0.84,C++,Interview Preparation,Advanced
0.38,React.js,Competitive Programming,Beginner
0.6,C++,Competitive Programming,Intermediate
0.24,MySQL,Interview Preparation,Beginner
0.62,C,Competitive Programming,Intermediate
0.95,JavaScript,Competitive Programming,Advanced
0.51,React.js,Interview Preparation,Intermediate
0.94,C++,Competitive Programming,Advanced
0.68,PHP,Interview Preparation,Intermediate
0.71,C++,Competitive Programming,Intermediate
0.61,C,Competitive Programming,Intermediate
0.75,Python,Academic Learning,Intermediate
0.94,JavaScript,Competitive Programming,Advanced
0.26,Java,Competitive Programming,Beginner
0.57,C++,Academic Learning,Intermediate
0.93,Python,Interview Preparation,Advanced
0.84,Python,Interview Preparation,Advanced
0.37,MySQL,Academic Learning,Beginner
0.42,PHP,Competitive Programming,Beginner
0.29,Python,Competitive Programming,Beginner
0.48,C,Competitive Programming,Beginner
0.87,JavaScript,Competitive Programming,Advanced
0.79,PHP,Academic Learning,Intermediate
0.9,C,Interview Preparation,Advanced
0.37,MySQL,Interview Preparation,Beginner
0.93,JavaScript,Competitive Programming,Advanced
0.52,Java,Academic Learning,Intermediate
0.26,MySQL,Academic Learning,Beginner
0.26,C++,Interview Preparation,Beginner
0.54,Python,Academic Learning,Intermediate
0.72,MySQL,Academic Learning,Intermediate
0.67,React.js,Interview Preparation,Intermediate
0.42,MySQL,Academic Learning,Beginner
0.88,MySQL,Academic Learning,Advanced
0.52,MySQL,Interview Preparation,Intermediate
0.68,C,Academic Learning,Intermediate
0.76,C++,Academic Learning,Intermediate
0.36,MySQL,Interview Preparation,Beginner
0.71,Python,Competitive Programming,Intermediate
0.75,Python,Academic Learning,Intermediate
0.82,C,Interview Preparation,Advanced
0.45,Python,Interview Preparation,Beginner
0.91,MySQL,Interview Preparation,Advanced
0.45,Python,Competitive Programming,Beginner
0.73,Java,Competitive Programming,Intermediate
0.27,JavaScript,Academic Learning,Beginner
0.83,Java,Interview Preparation,Advanced
0.24,PHP,Academic Learning,Beginner
0.64,JavaScript,Interview Preparation,Intermediate
0.25,JavaScript,Interview Preparation,Beginner
0.53,Python,Interview Preparation,Intermediate
0.57,MySQL,Interview Preparation,Intermediate
0.44,C++,Interview Preparation,Beginner
0.36,Java,Interview Preparation,Beginner
0.56,C,Interview Preparation,Intermediate
0.86,C++,Interview Preparation,Advanced
0.47,MySQL,Interview Preparation,Beginner
0.4,C++,Academic Learning,Beginner
0.47,Java,Academic Learning,Beginner
0.36,C++,Interview Preparation,Beginner
0.26,React.js,Competitive Programming,Beginner
0.27,C,Interview Preparation,Beginner
0.39,C,Competitive Programming,Beginner
0.34,PHP,Interview Preparation,Beginner
0.32,React.js,Interview Preparation,Beginner
0.29,PHP,Competitive Programming,Beginner
0.79,C++,Interview Preparation,Intermediate
0.76,MySQL,Interview Preparation,Intermediate
0.26,PHP,Interview Preparation,Beginner
0.43,React.js,Academic Learning,Beginner
0.68,PHP,Competitive Programming,Intermediate
0.84,Java,Interview Preparation,Advanced
0.33,PHP,Academic Learning,Beginner
0.93,C++,Interview Preparation,Advanced
0.66,PHP,Competitive Programming,Intermediate
0.21,MySQL,Academic Learning,Beginner
0.46,PHP,Competitive Programming,Beginner
0.22,Java,Interview Preparation,Beginner
0.57,C++,Interview Preparation,Intermediate
0.94,Python,Competitive Programming,Advanced
0.34,JavaScript,Interview Preparation,Beginner
0.74,C,Interview Preparation,Intermediate
0.37,Python,Academic Learning,Beginner
0.5,MySQL,Competitive Programming,Beginner
0.46,MySQL,Interview Preparation,Beginner
0.39,React.js,Interview Preparation,Beginner
0.87,MySQL,Academic Learning,Advanced
0.52,C,Competitive Programming,Intermediate
0.45,C++,Academic Learning,Beginner
0.82,C,Interview Preparation,Advanced
0.81,C,Academic Learning,Advanced
0.39,C,Competitive Programming,Beginner
0.59,PHP,Competitive Programming,Intermediate
0.61,C,Competitive Programming,Intermediate
0.64,C,Competitive Programming,Intermediate
0.86,React.js,Interview Preparation,Advanced
0.59,JavaScript,Academic Learning,Intermediate
0.83,React.js,Competitive Programming,Advanced
0.86,Python,Academic Learning,Advanced
0.84,Java,Interview Preparation,Advanced
0.73,MySQL,Competitive Programming,Intermediate
0.56,JavaScript,Interview Preparation,Intermediate
0.76,React.js,Competitive Programming,Intermediate
0.23,PHP,Interview Preparation,Beginner
0.7,React.js,Academic Learning,Intermediate
0.76,Java,Interview Preparation,Intermediate
0.35,React.js,Academic Learning,Beginner
0.65,React.js,Academic Learning,Intermediate
0.21,MySQL,Competitive Programming,Beginner
0.24,C++,Academic Learning,Beginner
0.45,Java,Interview Preparation,Beginner
0.57,Java,Interview Preparation,Intermediate
0.26,React.js,Interview Preparation,Beginner
0.3,MySQL,Academic Learning,Beginner
0.53,Java,Interview Preparation,Intermediate
0.43,JavaScript,Interview Preparation,Beginner
0.89,C,Interview Preparation,Advanced
0.66,Java,Interview Preparation,Intermediate
0.51,Python,Academic Learning,Intermediate
0.44,MySQL,Interview Preparation,Beginner
0.62,C,Interview Preparation,Intermediate
0.89,C++,Academic Learning,Advanced
0.35,Python,Competitive Programming,Beginner
0.81,C++,Competitive Programming,Advanced
0.28,C++,Competitive Programming,Beginner
0.4,C,Academic Learning,Beginner
0.7,JavaScript,Competitive Programming,Intermediate
0.53,C++,Interview Preparation,Intermediate
0.68,React.js,Interview Preparation,Intermediate
0.66,C,Competitive Programming,Intermediate
0.22,C++,Academic Learning,Beginner
0.28,C,Interview Preparation,Beginner
0.35,PHP,Academic Learning,Beginner
0.84,C,Interview Preparation,Advanced
0.94,Python,Competitive Programming,Advanced
0.3,Java,Academic Learning,Beginner
0.81,PHP,Interview Preparation,Advanced
0.44,React.js,Interview Preparation,Beginner
0.34,Java,Academic Learning,Beginner
0.55,C,Academic Learning,Intermediate
0.8,C++,Competitive Programming,Intermediate
0.3,PHP,Academic Learning,Beginner
0.9,Java,Competitive Programming,Advanced
0.47,Python,Academic Learning,Beginner
0.47,JavaScript,Academic Learning,Beginner
0.29,MySQL,Competitive Programming,Beginner
0.55,C++,Academic Learning,Intermediate
0.41,C,Competitive Programming,Beginner
0.94,Java,Interview Preparation,Advanced
0.6,C++,Interview Preparation,Intermediate
0.76,C++,Competitive Programming,Intermediate
0.5,Python,Interview Preparation,Beginner
0.64,JavaScript,Competitive Programming,Intermediate
0.93,PHP,Interview Preparation,Advanced
0.32,Python,Academic Learning,Beginner
0.26,Python,Competitive Programming,Beginner
0.67,React.js,Competitive Programming,Intermediate
0.27,React.js,Academic Learning,Beginner
0.29,C,Competitive Programming,Beginner
0.3,Java,Academic Learning,Beginner
0.94,MySQL,Academic Learning,Advanced
0.62,JavaScript,Competitive Programming,Intermediate
0.77,Python,Academic Learning,Intermediate
0.84,Java,Interview Preparation,Advanced
0.65,MySQL,Competitive Programming,Intermediate
0.42,Python,Competitive Programming,Beginner
0.86,C,Interview Preparation,Advanced
0.69,PHP,Competitive Programming,Intermediate
0.34,Java,Competitive Programming,Beginner
0.38,PHP,Academic Learning,Beginner
0.64,C++,Competitive Programming,Intermediate
0.64,MySQL,Interview Preparation,Intermediate
0.21,Java,Competitive Programming,Beginner
0.64,React.js,Interview Preparation,Intermediate
0.87,Python,Competitive Programming,Advanced
0.72,MySQL,Competitive Programming,Intermediate
0.83,PHP,Interview Preparation,Advanced
0.79,React.js,Academic Learning,Intermediate
0.32,C++,Competitive Programming,Beginner
0.88,JavaScript,Competitive Programming,Advanced
0.95,MySQL,Competitive Programming,Advanced
0.53,JavaScript,Academic Learning,Intermediate
0.91,Java,Interview Preparation,Advanced
0.37,Java,Competitive Programming,Beginner
0.91,C,Competitive Programming,Advanced
0.43,Java,Academic Learning,Beginner
0.73,PHP,Academic Learning,Intermediate
0.56,PHP,Academic Learning,Intermediate
0.46,C++,Competitive Programming,Beginner
0.75,Java,Competitive Programming,Intermediate
0.92,JavaScript,Interview Preparation,Advanced
0.52,MySQL,Competitive Programming,Intermediate
0.95,React.js,Competitive Programming,Advanced
0.42,React.js,Interview Preparation,Beginner
0.26,React.js,Competitive Programming,Beginner
0.54,C++,Academic Learning,Intermediate
0.36,React.js,Academic Learning,Beginner
0.45,C++,Academic Learning,Beginner
0.63,C++,Interview Preparation,Intermediate
0.78,MySQL,Competitive Programming,Intermediate
0.91,Python,Competitive Programming,Advanced
0.63,C++,Competitive Programming,Intermediate
0.22,C++,Academic Learning,Beginner
0.42,Python,Competitive Programming,Beginner
0.54,C,Academic Learning,Intermediate
0.74,React.js,Academic Learning,Intermediate
0.32,React.js,Competitive Programming,Beginner
0.42,React.js,Interview Preparation,Beginner
0.62,C,Academic Learning,Intermediate
0.9,PHP,Competitive Programming,Advanced
0.29,Python,Academic Learning,Beginner
0.74,React.js,Competitive Programming,Intermediate
0.72,MySQL,Interview Preparation,Intermediate
0.78,React.js,Interview Preparation,Intermediate
0.62,Java,Interview Preparation,Intermediate
0.86,C,Competitive Programming,Advanced
0.56,C,Academic Learning,Intermediate
0.21,C,Interview Preparation,Beginner
0.77,Java,Interview Preparation,Intermediate
0.45,MySQL,Academic Learning,Beginner
0.66,C,Academic Learning,Intermediate
0.5,MySQL,Competitive Programming,Beginner
0.86,C++,Academic Learning,Advanced
0.67,Java,Competitive Programming,Intermediate
0.29,React.js,Academic Learning,Beginner
0.79,Java,Academic Learning,Intermediate
0.49,JavaScript,Competitive Programming,Beginner
0.31,MySQL,Interview Preparation,Beginner
0.69,Java,Interview Preparation,Intermediate
0.79,React.js,Competitive Programming,Intermediate
0.22,PHP,Competitive Programming,Beginner
0.75,Java,Competitive Programming,Intermediate
0.7,JavaScript,Interview Preparation,Intermediate
0.93,Python,Academic Learning,Advanced
0.51,C++,Competitive Programming,Intermediate
0.21,C,Interview Preparation,Beginner
0.46,C,Interview Preparation,Beginner
0.65,Java,Academic Learning,Intermediate
0.31,C++,Academic Learning,Beginner
0.63,PHP,Interview Preparation,Intermediate
0.84,JavaScript,Academic Learning,Advanced
0.47,Python,Academic Learning,Beginner
0.41,C++,Academic Learning,Beginner
0.94,Python,Interview Preparation,Advanced
0.41,C++,Interview Preparation,Beginner
0.65,Python,Interview Preparation,Intermediate
0.81,Python,Interview Preparation,Advanced
0.2,Python,Interview Preparation,Beginner
0.67,React.js,Academic Learning,Intermediate
0.87,JavaScript,Interview Preparation,Advanced
0.48,JavaScript,Academic Learning,Beginner
0.9,C,Competitive Programming,Advanced
0.52,C++,Competitive Programming,Intermediate
0.38,JavaScript,Competitive Programming,Beginner
0.61,JavaScript,Competitive Programming,Intermediate
0.92,Python,Interview Preparation,Advanced
0.83,Java,Interview Preparation,Advanced
0.88,C,Competitive Programming,Advanced
0.63,Python,Academic Learning,Intermediate
0.86,MySQL,Academic Learning,Advanced
0.28,Python,Interview Preparation,Beginner
0.54,JavaScript,Competitive Programming,Intermediate
0.65,Java,Interview Preparation,Intermediate
0.87,React.js,Competitive Programming,Advanced
0.84,PHP,Interview Preparation,Advanced
0.41,Java,Academic Learning,Beginner
0.85,JavaScript,Interview Preparation,Advanced
0.64,PHP,Academic Learning,Intermediate
0.72,JavaScript,Competitive Programming,Intermediate
0.37,Java,Competitive Programming,Beginner
0.21,PHP,Interview Preparation,Beginner
0.25,JavaScript,Competitive Programming,Beginner
0.6,C,Academic Learning,Intermediate
0.31,Java,Competitive Programming,Beginner
0.82,Java,Competitive Programming,Advanced
0.23,Java,Academic Learning,Beginner
0.4,C,Academic Learning,Beginner
0.78,Python,Competitive Programming,Intermediate
0.2,Python,Academic Learning,Beginner
0.76,C,Competitive Programming,Intermediate
0.32,C,Competitive Programming,Beginner
0.37,PHP,Interview Preparation,Beginner
0.74,Java,Academic Learning,Intermediate
0.42,PHP,Interview Preparation,Beginner
0.92,PHP,Competitive Programming,Advanced
0.58,Python,Academic Learning,Intermediate
0.47,Python,Interview Preparation,Beginner
0.24,Python,Competitive Programming,Beginner
0.88,JavaScript,Academic Learning,Advanced
0.64,React.js,Interview Preparation,Intermediate
0.56,C++,Competitive Programming,Intermediate
0.34,C++,Academic Learning,Beginner
0.93,MySQL,Interview Preparation,Advanced
0.77,MySQL,Interview Preparation,Intermediate
0.76,Java,Interview Preparation,Intermediate
0.22,C,Academic Learning,Beginner
0.92,React.js,Interview Preparation,Advanced
0.26,C,Competitive Programming,Beginner
0.31,MySQL,Academic Learning,Beginner
0.75,PHP,Interview Preparation,Intermediate
0.38,MySQL,Competitive Programming,Beginner
0.21,React.js,Interview Preparation,Beginner
0.38,PHP,Competitive Programming,Beginner
0.72,Python,Competitive Programming,Intermediate
0.38,Java,Competitive Programming,Beginner
0.7,React.js,Academic Learning,Intermediate
0.25,C,Academic Learning,Beginner
0.33,PHP,Competitive Programming,Beginner
0.49,Python,Competitive Programming,Beginner
0.37,C,Academic Learning,Beginner
0.28,C++,Competitive Programming,Beginner
0.3,PHP,Academic Learning,Beginner
0.67,MySQL,Academic Learning,Intermediate
0.46,C++,Competitive Programming,Beginner
0.69,MySQL,Interview Preparation,Intermediate
0.7,C,Competitive Programming,Intermediate
0.31,JavaScript,Interview Preparation,Beginner
0.57,Python,Academic Learning,Intermediate
0.41,PHP,Competitive Programming,Beginner
0.83,MySQL,Interview Preparation,Advanced
0.78,C++,Academic Learning,Intermediate
0.72,C++,Interview Preparation,Intermediate
0.36,Python,Interview Preparation,Beginner
0.49,Python,Interview Preparation,Beginner
0.36,MySQL,Academic Learning,Beginner
0.65,C++,Academic Learning,Intermediate
0.64,C++,Academic Learning,Intermediate
0.7,React.js,Interview Preparation,Intermediate
0.58,JavaScript,Academic Learning,Intermediate
0.54,C++,Competitive Programming,Intermediate
0.68,MySQL,Interview Preparation,Intermediate
0.3,C,Academic Learning,Beginner
0.42,C++,Interview Preparation,Beginner
0.71,Python,Interview Preparation,Intermediate
0.83,MySQL,Academic Learning,Advanced
0.79,PHP,Interview Preparation,Intermediate
0.92,Java,Academic Learning,Advanced
0.9,PHP,Competitive Programming,Advanced
0.25,Java,Interview Preparation,Beginner
0.84,React.js,Interview Preparation,Advanced
0.81,React.js,Academic Learning,Advanced
0.44,C,Interview Preparation,Beginner
0.73,JavaScript,Academic Learning,Intermediate
0.24,React.js,Competitive Programming,Beginner
0.45,Python,Interview Preparation,Beginner
0.84,PHP,Competitive Programming,Advanced
0.32,PHP,Competitive Programming,Beginner
0.71,C++,Interview Preparation,Intermediate
0.24,Java,Interview Preparation,Beginner
0.42,PHP,Interview Preparation,Beginner
0.85,C++,Interview Preparation,Advanced
0.9,React.js,Interview Preparation,Advanced
0.87,C++,Academic Learning,Advanced
0.32,Java,Academic Learning,Beginner
0.69,MySQL,Academic Learning,Intermediate
0.7,C,Interview Preparation,Intermediate
0.21,React.js,Competitive Programming,Beginner
0.83,React.js,Academic Learning,Advanced
0.3,Java,Academic Learning,Beginner
0.4,MySQL,Competitive Programming,Beginner
0.68,C++,Competitive Programming,Intermediate
0.25,MySQL,Interview Preparation,Beginner
0.46,React.js,Competitive Programming,Beginner
0.48,C,Competitive Programming,Beginner
0.94,C++,Academic Learning,Advanced
0.41,JavaScript,Academic Learning,Beginner
0.93,C,Academic Learning,Advanced
0.21,C++,Interview Preparation,Beginner
0.49,C++,Interview Preparation,Beginner
0.26,React.js,Interview Preparation,Beginner
0.46,React.js,Interview Preparation,Beginner
0.42,JavaScript,Interview Preparation,Beginner
0.81,C++,Academic Learning,Advanced
0.54,C++,Academic Learning,Intermediate
0.91,Java,Competitive Programming,Advanced
0.37,Python,Competitive Programming,Beginner
0.37,React.js,Interview Preparation,Beginner
0.83,C,Academic Learning,Advanced
0.41,C,Interview Preparation,Beginner
0.46,MySQL,Competitive Programming,Beginner
0.46,Python,Academic Learning,Beginner
0.31,React.js,Interview Preparation,Beginner
0.95,React.js,Academic Learning,Advanced
0.56,MySQL,Competitive Programming,Intermediate
0.61,C,Interview Preparation,Intermediate
0.72,C,Interview Preparation,Intermediate
0.69,C,Competitive Programming,Intermediate
0.54,Python,Competitive Programming,Intermediate
0.94,PHP,Interview Preparation,Advanced
0.77,PHP,Academic Learning,Intermediate
0.68,C,Academic Learning,Intermediate
0.48,MySQL,Interview Preparation,Beginner
0.31,C,Interview Preparation,Beginner
0.39,React.js,Interview Preparation,Beginner
0.3,PHP,Interview Preparation,Beginner
0.36,MySQL,Academic Learning,Beginner
0.71,MySQL,Competitive Programming,Intermediate
0.26,C,Competitive Programming,Beginner
0.37,React.js,Competitive Programming,Beginner
0.57,C,Competitive Programming,Intermediate
0.24,Java,Competitive Programming,Beginner
0.22,C,Competitive Programming,Beginner
0.52,C,Academic Learning,Intermediate
0.8,C++,Competitive Programming,Intermediate
0.82,React.js,Academic Learning,Advanced
0.53,C,Interview Preparation,Intermediate
0.47,React.js,Academic Learning,Beginner
0.74,C++,Academic Learning,Intermediate
0.81,Python,Competitive Programming,Advanced
0.54,C,Academic Learning,Intermediate
0.75,MySQL,Competitive Programming,Intermediate
0.76,Python,Academic Learning,Intermediate
0.64,React.js,Interview Preparation,Intermediate
0.4,C,Academic Learning,Beginner
0.78,JavaScript,Interview Preparation,Intermediate
0.72,JavaScript,Competitive Programming,Intermediate
0.45,Java,Academic Learning,Beginner
0.32,JavaScript,Competitive Programming,Beginner
0.66,PHP,Interview Preparation,Intermediate
0.53,PHP,Interview Preparation,Intermediate
0.87,C,Interview Preparation,Advanced
0.36,C,Competitive Programming,Beginner
0.92,MySQL,Competitive Programming,Advanced
0.34,MySQL,Academic Learning,Beginner
0.44,Python,Interview Preparation,Beginner
0.79,JavaScript,Competitive Programming,Intermediate
0.2,MySQL,Academic Learning,Beginner
0.43,C++,Interview Preparation,Beginner
0.64,MySQL,Interview Preparation,Intermediate
0.36,Python,Interview Preparation,Beginner
0.61,Java,Academic Learning,Intermediate
0.88,Python,Interview Preparation,Advanced
0.94,C++,Interview Preparation,Advanced
0.8,React.js,Interview Preparation,Intermediate
0.39,PHP,Academic Learning,Beginner
0.65,PHP,Competitive Programming,Intermediate
0.55,Java,Competitive Programming,Intermediate
0.8,JavaScript,Interview Preparation,Intermediate
0.46,Java,Interview Preparation,Beginner
0.64,C,Academic Learning,Intermediate
0.41,C,Interview Preparation,Beginner
0.72,MySQL,Academic Learning,Intermediate
0.22,Java,Interview Preparation,Beginner
0.63,JavaScript,Academic Learning,Intermediate
0.22,C++,Interview Preparation,Beginner
0.54,Python,Academic Learning,Intermediate
0.74,Java,Interview Preparation,Intermediate
0.24,Java,Competitive Programming,Beginner
0.74,Python,Academic Learning,Intermediate
0.36,PHP,Competitive Programming,Beginner
0.51,JavaScript,Competitive Programming,Intermediate
0.22,PHP,Interview Preparation,Beginner
0.45,C,Academic Learning,Beginner
0.93,MySQL,Interview Preparation,Advanced
0.36,Python,Interview Preparation,Beginner
0.5,PHP,Interview Preparation,Beginner
0.59,C++,Competitive Programming,Intermediate
0.72,C,Academic Learning,Intermediate
0.7,Java,Competitive Programming,Intermediate
0.81,React.js,Interview Preparation,Advanced
0.42,JavaScript,Academic Learning,Beginner
0.7,React.js,Competitive Programming,Intermediate
0.21,Java,Competitive Programming,Beginner
0.91,Java,Academic Learning,Advanced
0.9,C,Interview Preparation,Advanced
0.87,C,Competitive Programming,Advanced
0.8,Java,Interview Preparation,Intermediate
0.41,C,Academic Learning,Beginner
0.39,C,Academic Learning,Beginner
0.85,React.js,Interview Preparation,Advanced
0.44,MySQL,Competitive Programming,Beginner
0.91,Java,Competitive Programming,Advanced
0.56,C,Academic Learning,Intermediate
0.76,MySQL,Interview Preparation,Intermediate
0.66,Java,Competitive Programming,Intermediate
0.67,Java,Interview Preparation,Intermediate
0.8,C,Competitive Programming,Intermediate
0.39,C,Academic Learning,Beginner
0.71,Java,Interview Preparation,Intermediate
0.85,C++,Competitive Programming,Advanced
0.42,JavaScript,Academic Learning,Beginner
0.67,PHP,Competitive Programming,Intermediate
0.93,React.js,Interview Preparation,Advanced
0.25,MySQL,Competitive Programming,Beginner
0.51,JavaScript,Competitive Programming,Intermediate
0.3,C,Interview Preparation,Beginner
0.7,JavaScript,Interview Preparation,Intermediate
0.51,JavaScript,Interview Preparation,Intermediate
0.74,JavaScript,Interview Preparation,Intermediate
0.88,C++,Competitive Programming,Advanced
0.85,Java,Academic Learning,Advanced
0.63,C++,Academic Learning,Intermediate
0.66,C,Academic Learning,Intermediate
0.56,PHP,Interview Preparation,Intermediate
0.64,PHP,Interview Preparation,Intermediate
0.27,C++,Competitive Programming,Beginner
0.72,JavaScript,Academic Learning,Intermediate
0.64,Java,Academic Learning,Intermediate
0.48,Python,Academic Learning,Beginner
0.88,PHP,Academic Learning,Advanced
0.34,C,Academic Learning,Beginner
0.47,C,Interview Preparation,Beginner
0.78,JavaScript,Competitive Programming,Intermediate
0.68,C,Competitive Programming,Intermediate
0.42,Java,Interview Preparation,Beginner
0.35,Java,Interview Preparation,Beginner
0.9,C,Competitive Programming,Advanced
0.26,C,Interview Preparation,Beginner
0.29,MySQL,Academic Learning,Beginner
0.67,React.js,Interview Preparation,Intermediate
0.23,React.js,Competitive Programming,Beginner
0.78,Java,Interview Preparation,Intermediate
0.68,C,Competitive Programming,Intermediate
0.44,C++,Academic Learning,Beginner
0.75,C++,Academic Learning,Intermediate
0.36,JavaScript,Interview Preparation,Beginner
0.34,JavaScript,Academic Learning,Beginner
0.89,C,Interview Preparation,Advanced
0.64,Python,Academic Learning,Intermediate
0.46,JavaScript,Interview Preparation,Beginner
0.35,MySQL,Academic Learning,Beginner
0.87,C++,Academic Learning,Advanced
0.51,PHP,Competitive Programming,Intermediate
0.69,C,Interview Preparation,Intermediate
0.82,JavaScript,Interview Preparation,Advanced
0.9,C++,Interview Preparation,Advanced
0.3,MySQL,Interview Preparation,Beginner
0.74,JavaScript,Academic Learning,Intermediate
0.32,C++,Interview Preparation,Beginner
0.36,React.js,Interview Preparation,Beginner
0.5,MySQL,Academic Learning,Beginner
0.9,Java,Competitive Programming,Advanced
0.2,Python,Academic Learning,Beginner
0.72,Python,Academic Learning,Intermediate
0.27,PHP,Interview Preparation,Beginner
0.25,React.js,Competitive Programming,Beginner
0.64,PHP,Academic Learning,Intermediate
0.65,Python,Competitive Programming,Intermediate
0.22,C++,Academic Learning,Beginner
0.38,C++,Academic Learning,Beginner
0.93,C++,Academic Learning,Advanced
0.6,Java,Academic Learning,Intermediate
0.4,MySQL,Competitive Programming,Beginner
0.24,C,Competitive Programming,Beginner
0.63,C++,Academic Learning,Intermediate
0.71,React.js,Academic Learning,Intermediate
0.2,Python,Academic Learning,Beginner
0.59,C,Academic Learning,Intermediate
0.23,JavaScript,Interview Preparation,Beginner
0.38,MySQL,Interview Preparation,Beginner
0.7,Java,Interview Preparation,Intermediate
0.67,PHP,Academic Learning,Intermediate
0.44,JavaScript,Interview Preparation,Beginner
0.67,Java,Academic Learning,Intermediate
0.8,React.js,Interview Preparation,Intermediate
0.71,C++,Interview Preparation,Intermediate
0.22,MySQL,Competitive Programming,Beginner
0.54,PHP,Interview Preparation,Intermediate
0.22,MySQL,Interview Preparation,Beginner
0.49,C,Competitive Programming,Beginner
0.36,JavaScript,Competitive Programming,Beginner
0.37,Java,Interview Preparation,Beginner
0.64,JavaScript,Academic Learning,Intermediate
0.61,React.js,Competitive Programming,Intermediate
0.89,C,Competitive Programming,Advanced
0.42,C,Academic Learning,Beginner
0.91,Python,Academic Learning,Advanced
0.46,Python,Interview Preparation,Beginner
0.53,C,Competitive Programming,Intermediate
0.59,PHP,Competitive Programming,Intermediate
0.33,PHP,Interview Preparation,Beginner
0.8,MySQL,Academic Learning,Intermediate
0.89,Python,Interview Preparation,Advanced
0.45,Java,Academic Learning,Beginner
0.41,JavaScript,Competitive Programming,Beginner
0.74,PHP,Interview Preparation,Intermediate
0.58,Java,Competitive Programming,Intermediate
0.87,Python,Interview Preparation,Advanced
0.61,C,Academic Learning,Intermediate
